exec sudo mnexec -a 5330 iperf -s -u -p 8 -i 1
------------------------------------------------------------
Server listening on UDP port 8
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  1] 100.0000-101.0000 sec   589 KBytes  4.82 Mbits/sec   2.280 ms 0/410 (0%)
[  5] 92.0000-93.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 98.0000-99.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  4] 97.0000-98.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  2] 99.0000-100.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 101.0000-102.0000 sec   581 KBytes  4.76 Mbits/sec   2.612 ms 0/405 (0%)
[  5] 93.0000-94.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 99.0000-100.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  4] 98.0000-99.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  2] 100.0000-101.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 102.0000-103.0000 sec   594 KBytes  4.87 Mbits/sec   2.286 ms 0/414 (0%)
[  5] 94.0000-95.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 100.0000-101.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  4] 99.0000-100.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  2] 101.0000-102.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 103.0000-104.0000 sec   589 KBytes  4.82 Mbits/sec   2.100 ms 0/410 (0%)
[  5] 95.0000-96.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 101.0000-102.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  4] 100.0000-101.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  2] 102.0000-103.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 104.0000-105.0000 sec   587 KBytes  4.81 Mbits/sec   2.726 ms 0/409 (0%)
[  5] 96.0000-97.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 102.0000-103.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  4] 101.0000-102.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 105.0000-106.0000 sec   590 KBytes  4.83 Mbits/sec   1.656 ms 0/411 (0%)
[  2] 103.0000-104.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  5] 97.0000-98.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 103.0000-104.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 104.0000-105.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 102.0000-103.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 106.0000-107.0000 sec   581 KBytes  4.76 Mbits/sec   2.593 ms 0/405 (0%)
[  5] 98.0000-99.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 104.0000-105.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 105.0000-106.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 103.0000-104.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 107.0000-108.0000 sec   593 KBytes  4.86 Mbits/sec   2.385 ms 0/413 (0%)
[  5] 99.0000-100.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 105.0000-106.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 106.0000-107.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 104.0000-105.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 108.0000-109.0000 sec   589 KBytes  4.82 Mbits/sec   1.835 ms 2/412 (0.49%)
[  5] 100.0000-101.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 106.0000-107.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 107.0000-108.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 105.0000-106.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 109.0000-110.0000 sec   587 KBytes  4.81 Mbits/sec   2.157 ms 0/409 (0%)
[  5] 101.0000-102.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 107.0000-108.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 108.0000-109.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 106.0000-107.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 110.0000-111.0000 sec   586 KBytes  4.80 Mbits/sec   2.566 ms 0/408 (0%)
[  5] 102.0000-103.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 108.0000-109.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 109.0000-110.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 107.0000-108.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 111.0000-111.8252 sec   485 KBytes  4.82 Mbits/sec   2.955 ms 0/338 (0%)
[  1] 0.0000-111.8252 sec  57.4 MBytes  4.31 Mbits/sec   2.955 ms 8209/49187 (17%)
[  1] 0.0000-111.8252 sec  35 datagrams received out-of-order
[  6] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[  6] 0.0000-0.0101 sec  2.87 KBytes  2.33 Mbits/sec   0.630 ms 49196/49198 (1e+02%)
[  7] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[  7] 0.0000-0.0124 sec  2.87 KBytes  1.90 Mbits/sec   0.773 ms 49207/49209 (1e+02%)
[  5] 103.0000-104.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  8] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[  8] 0.0000-0.0151 sec  2.87 KBytes  1.56 Mbits/sec   0.945 ms 49218/49220 (1e+02%)
[  9] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[  9] 0.0000-0.0117 sec  2.87 KBytes  2.01 Mbits/sec   0.730 ms 49229/49231 (1e+02%)
[ 10] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[ 10] 0.0000-0.0100 sec  2.87 KBytes  2.35 Mbits/sec   0.624 ms 49240/49242 (1e+02%)
[ 11] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[ 11] 0.0000-0.0107 sec  2.87 KBytes  2.20 Mbits/sec   0.668 ms 49251/49253 (1e+02%)
[  3] 109.0000-110.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 110.0000-111.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[ 12] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[ 12] 0.0000-0.0018 sec  2.87 KBytes  12.9 Mbits/sec   0.114 ms 49262/49264 (1e+02%)
[  4] 108.0000-109.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[ 13] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[ 13] 0.0000-0.0145 sec  2.87 KBytes  1.62 Mbits/sec   0.905 ms 49273/49275 (1e+02%)
[ 14] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[ 14] 0.0000-0.0114 sec  2.87 KBytes  2.06 Mbits/sec   0.715 ms 49284/49286 (1e+02%)
[ 15] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[ 15] 0.0000-0.0125 sec  2.87 KBytes  1.89 Mbits/sec   0.779 ms 49295/49297 (1e+02%)
[ 16] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[ 16] 0.0000-0.0088 sec  2.87 KBytes  2.67 Mbits/sec   0.550 ms 49306/49308 (1e+02%)
[  5] 104.0000-105.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[ 17] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[ 17] 0.0000-0.0101 sec  2.87 KBytes  2.32 Mbits/sec   0.633 ms 49317/49319 (1e+02%)
[ 18] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[ 18] 0.0000-0.0140 sec  2.87 KBytes  1.68 Mbits/sec   0.876 ms 49328/49330 (1e+02%)
[ 19] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[ 19] 0.0000-0.0155 sec  2.87 KBytes  1.52 Mbits/sec   0.966 ms 49339/49341 (1e+02%)
[ 20] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[ 20] 0.0000-0.0139 sec  2.87 KBytes  1.69 Mbits/sec   0.871 ms 49350/49352 (1e+02%)
[  3] 110.0000-111.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 111.0000-112.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[ 21] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[ 21] 0.0000-0.0113 sec  2.87 KBytes  2.09 Mbits/sec   0.704 ms 49361/49363 (1e+02%)
[  4] 109.0000-110.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[ 22] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[ 22] 0.0000-0.0009 sec  2.87 KBytes  24.8 Mbits/sec   0.059 ms 49372/49374 (1e+02%)
[ 23] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[ 23] 0.0000-0.0105 sec  2.87 KBytes  2.24 Mbits/sec   0.655 ms 49383/49385 (1e+02%)
[  5] 105.0000-106.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 111.0000-112.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 112.0000-113.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 110.0000-111.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 106.0000-107.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 112.0000-113.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 113.0000-114.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 111.0000-112.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 107.0000-108.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 113.0000-114.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 114.0000-115.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 112.0000-113.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 108.0000-109.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 114.0000-115.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 115.0000-116.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 113.0000-114.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 109.0000-110.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  2] 116.0000-117.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  3] 115.0000-116.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  4] 114.0000-115.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 110.0000-111.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  2] 117.0000-118.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  3] 116.0000-117.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  4] 115.0000-116.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 111.0000-112.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 117.0000-118.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 118.0000-119.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 116.0000-117.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 112.0000-113.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 118.0000-119.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 119.0000-120.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 117.0000-118.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
