exec sudo mnexec -a 5330 iperf -s -u -p 8 -i 1
------------------------------------------------------------
Server listening on UDP port 8
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.1 port 8 connected with 10.0.0.2 port 49654
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  3] 47.0000-48.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 48.0000-49.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 46.0000-47.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 50.0000-51.0000 sec   591 KBytes  4.85 Mbits/sec   2.938 ms 0/412 (0%)
[  5] 42.0000-43.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 48.0000-49.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 49.0000-50.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 47.0000-48.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 51.0000-52.0000 sec   586 KBytes  4.80 Mbits/sec   2.162 ms 0/408 (0%)
[  5] 43.0000-44.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 49.0000-50.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 50.0000-51.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 48.0000-49.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 52.0000-53.0000 sec   589 KBytes  4.82 Mbits/sec   2.124 ms 1/411 (0.24%)
[  5] 44.0000-45.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 50.0000-51.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 51.0000-52.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 49.0000-50.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 53.0000-54.0000 sec   591 KBytes  4.85 Mbits/sec   2.167 ms 0/412 (0%)
[  5] 45.0000-46.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 51.0000-52.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 52.0000-53.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 50.0000-51.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 54.0000-55.0000 sec   586 KBytes  4.80 Mbits/sec   2.279 ms 0/408 (0%)
[  5] 46.0000-47.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 52.0000-53.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 53.0000-54.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 51.0000-52.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 55.0000-56.0000 sec   584 KBytes  4.79 Mbits/sec   2.513 ms 0/407 (0%)
[  5] 47.0000-48.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 53.0000-54.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 54.0000-55.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 52.0000-53.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 56.0000-57.0000 sec   591 KBytes  4.85 Mbits/sec   2.292 ms 0/412 (0%)
[  5] 48.0000-49.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 54.0000-55.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 55.0000-56.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 53.0000-54.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 57.0000-58.0000 sec   591 KBytes  4.85 Mbits/sec   2.191 ms 0/412 (0%)
[  5] 49.0000-50.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 55.0000-56.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 56.0000-57.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 54.0000-55.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 58.0000-59.0000 sec   587 KBytes  4.81 Mbits/sec   2.572 ms 0/409 (0%)
[  5] 50.0000-51.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 56.0000-57.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 57.0000-58.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 55.0000-56.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 59.0000-60.0000 sec   586 KBytes  4.80 Mbits/sec   2.384 ms 0/408 (0%)
[  5] 51.0000-52.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 57.0000-58.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 58.0000-59.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 56.0000-57.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 60.0000-61.0000 sec   593 KBytes  4.86 Mbits/sec   2.620 ms 0/413 (0%)
[  5] 52.0000-53.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 58.0000-59.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 59.0000-60.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 57.0000-58.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 61.0000-62.0000 sec   589 KBytes  4.82 Mbits/sec   2.076 ms 0/410 (0%)
[  5] 53.0000-54.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 59.0000-60.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 60.0000-61.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 58.0000-59.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 62.0000-63.0000 sec   586 KBytes  4.80 Mbits/sec   3.047 ms 0/408 (0%)
[  5] 54.0000-55.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 60.0000-61.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 61.0000-62.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 59.0000-60.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 63.0000-64.0000 sec   591 KBytes  4.85 Mbits/sec   1.848 ms 0/412 (0%)
[  5] 55.0000-56.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 61.0000-62.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 62.0000-63.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 60.0000-61.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 64.0000-65.0000 sec   587 KBytes  4.81 Mbits/sec   2.658 ms 0/409 (0%)
[  5] 56.0000-57.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 62.0000-63.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 63.0000-64.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 61.0000-62.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 65.0000-66.0000 sec   586 KBytes  4.80 Mbits/sec   2.520 ms 0/408 (0%)
[  5] 57.0000-58.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 63.0000-64.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 64.0000-65.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  4] 62.0000-63.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  1] 66.0000-67.0000 sec   577 KBytes  4.73 Mbits/sec   3.614 ms 0/402 (0%)
[  4] 63.0000-64.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 58.0000-59.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 64.0000-65.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 65.0000-66.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 67.0000-68.0000 sec   599 KBytes  4.90 Mbits/sec   2.459 ms 0/417 (0%)
[  4] 64.0000-65.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 59.0000-60.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 65.0000-66.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 66.0000-67.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 68.0000-69.0000 sec   586 KBytes  4.80 Mbits/sec   3.611 ms 0/408 (0%)
[  4] 65.0000-66.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 60.0000-61.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 66.0000-67.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 67.0000-68.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 69.0000-70.0000 sec   591 KBytes  4.85 Mbits/sec   2.409 ms 0/412 (0%)
[  4] 66.0000-67.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 61.0000-62.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 67.0000-68.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 68.0000-69.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 70.0000-71.0000 sec   586 KBytes  4.80 Mbits/sec   2.564 ms 0/408 (0%)
[  4] 67.0000-68.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 62.0000-63.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 68.0000-69.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 69.0000-70.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 71.0000-72.0000 sec   593 KBytes  4.86 Mbits/sec   1.504 ms 0/413 (0%)
[  4] 68.0000-69.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 63.0000-64.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 69.0000-70.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 70.0000-71.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 72.0000-73.0000 sec   586 KBytes  4.80 Mbits/sec   3.035 ms 0/408 (0%)
[  4] 69.0000-70.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 64.0000-65.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 70.0000-71.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 71.0000-72.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 73.0000-74.0000 sec   590 KBytes  4.83 Mbits/sec   2.333 ms 0/411 (0%)
[  4] 70.0000-71.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 65.0000-66.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 71.0000-72.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 72.0000-73.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 74.0000-75.0000 sec   586 KBytes  4.80 Mbits/sec   2.588 ms 0/408 (0%)
[  4] 71.0000-72.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 66.0000-67.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 72.0000-73.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 73.0000-74.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 75.0000-76.0000 sec   594 KBytes  4.87 Mbits/sec   2.140 ms 0/414 (0%)
[  4] 72.0000-73.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 67.0000-68.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 73.0000-74.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 74.0000-75.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 76.0000-77.0000 sec   589 KBytes  4.82 Mbits/sec   1.543 ms 0/410 (0%)
[  4] 73.0000-74.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 68.0000-69.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 74.0000-75.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 75.0000-76.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 77.0000-78.0000 sec   589 KBytes  4.82 Mbits/sec   1.037 ms 0/410 (0%)
[  4] 74.0000-75.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 69.0000-70.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 75.0000-76.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 76.0000-77.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 78.0000-79.0000 sec   584 KBytes  4.79 Mbits/sec   2.517 ms 0/407 (0%)
[  4] 75.0000-76.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 70.0000-71.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 76.0000-77.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 77.0000-78.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 79.0000-80.0000 sec   591 KBytes  4.85 Mbits/sec   1.015 ms 0/412 (0%)
[  4] 76.0000-77.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 71.0000-72.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 77.0000-78.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 78.0000-79.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 80.0000-81.0000 sec   586 KBytes  4.80 Mbits/sec   2.319 ms 0/408 (0%)
[  4] 77.0000-78.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 72.0000-73.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 78.0000-79.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 79.0000-80.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 81.0000-82.0000 sec   589 KBytes  4.82 Mbits/sec   1.593 ms 0/410 (0%)
[  4] 78.0000-79.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 73.0000-74.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 79.0000-80.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 80.0000-81.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 82.0000-83.0000 sec   591 KBytes  4.85 Mbits/sec   2.306 ms 0/412 (0%)
[  4] 79.0000-80.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 74.0000-75.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 80.0000-81.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 81.0000-82.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 83.0000-84.0000 sec   584 KBytes  4.79 Mbits/sec   1.973 ms 0/407 (0%)
[  4] 80.0000-81.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 75.0000-76.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 81.0000-82.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 82.0000-83.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 84.0000-85.0000 sec   590 KBytes  4.83 Mbits/sec   2.712 ms 0/411 (0%)
[  4] 81.0000-82.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 76.0000-77.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 82.0000-83.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 83.0000-84.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 85.0000-86.0000 sec   590 KBytes  4.83 Mbits/sec   2.555 ms 0/411 (0%)
[  4] 82.0000-83.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 77.0000-78.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 83.0000-84.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 84.0000-85.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 86.0000-87.0000 sec   590 KBytes  4.83 Mbits/sec   1.469 ms 0/411 (0%)
[  4] 83.0000-84.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 78.0000-79.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 84.0000-85.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 85.0000-86.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 87.0000-88.0000 sec   579 KBytes  4.74 Mbits/sec   2.912 ms 0/403 (0%)
[  4] 84.0000-85.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 79.0000-80.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 85.0000-86.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 86.0000-87.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 88.0000-89.0000 sec   596 KBytes  4.88 Mbits/sec   2.056 ms 0/415 (0%)
[  4] 85.0000-86.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 80.0000-81.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 86.0000-87.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 87.0000-88.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 89.0000-90.0000 sec   590 KBytes  4.83 Mbits/sec   2.681 ms 0/411 (0%)
[  4] 86.0000-87.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 81.0000-82.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 87.0000-88.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 88.0000-89.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 90.0000-91.0000 sec   584 KBytes  4.79 Mbits/sec   2.093 ms 0/407 (0%)
[  4] 87.0000-88.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 82.0000-83.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 88.0000-89.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  2] 89.0000-90.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 91.0000-92.0000 sec   590 KBytes  4.83 Mbits/sec   2.663 ms 0/411 (0%)
[  3] 89.0000-90.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  4] 88.0000-89.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 83.0000-84.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  2] 90.0000-91.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 92.0000-93.0000 sec   591 KBytes  4.85 Mbits/sec   2.524 ms 0/412 (0%)
[  3] 90.0000-91.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  4] 89.0000-90.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 84.0000-85.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  2] 91.0000-92.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 93.0000-94.0000 sec   581 KBytes  4.76 Mbits/sec   3.036 ms 0/405 (0%)
[  3] 91.0000-92.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  4] 90.0000-91.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 85.0000-86.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  2] 92.0000-93.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 94.0000-95.0000 sec   594 KBytes  4.87 Mbits/sec   0.851 ms 0/414 (0%)
[  3] 92.0000-93.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  4] 91.0000-92.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 86.0000-87.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  2] 93.0000-94.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 95.0000-96.0000 sec   589 KBytes  4.82 Mbits/sec   2.425 ms 0/410 (0%)
[  3] 93.0000-94.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  4] 92.0000-93.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 87.0000-88.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  2] 94.0000-95.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 96.0000-97.0000 sec   589 KBytes  4.82 Mbits/sec   0.576 ms 0/410 (0%)
[  3] 94.0000-95.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  4] 93.0000-94.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 88.0000-89.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  2] 95.0000-96.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 97.0000-98.0000 sec   587 KBytes  4.81 Mbits/sec   2.910 ms 0/409 (0%)
[  3] 95.0000-96.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  4] 94.0000-95.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  5] 89.0000-90.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  2] 96.0000-97.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 98.0000-99.0000 sec   590 KBytes  4.83 Mbits/sec   1.750 ms 0/411 (0%)
[  5] 90.0000-91.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 96.0000-97.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  4] 95.0000-96.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  2] 97.0000-98.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
[  1] 99.0000-100.0000 sec   589 KBytes  4.82 Mbits/sec   2.724 ms 0/410 (0%)
[  5] 91.0000-92.0000 sec  0.000 Bytes  0.000 bits/sec  46.875 ms 0/0 (-nan%)
[  3] 97.0000-98.0000 sec  0.000 Bytes  0.000 bits/sec  183.836 ms 0/0 (-nan%)
[  4] 96.0000-97.0000 sec  0.000 Bytes  0.000 bits/sec  32.481 ms 0/0 (-nan%)
[  2] 98.0000-99.0000 sec  0.000 Bytes  0.000 bits/sec  59.719 ms 0/0 (-nan%)
