exec sudo mnexec -a 35526 iperf -s -u -p 8 -i 1 -y C
20250428214757,10.0.0.3,45710,10.0.0.1,8,1,0.0-1.0,192570,1540560,1.574,0,131,0.000,1
20250428214757,10.0.0.13,48464,10.0.0.1,8,4,0.0-1.0,438060,3504480,3.049,33,331,9.970,3
20250428214757,10.0.0.17,34429,10.0.0.1,8,7,0.0-1.0,421890,3375120,1.363,28,315,8.889,2
20250428214757,10.0.0.10,42266,10.0.0.1,8,2,0.0-1.0,396900,3175200,1.823,61,331,18.429,2
20250428214757,10.0.0.9,40401,10.0.0.1,8,12,0.0-1.0,441000,3528000,9.355,53,353,15.014,0
20250428214757,10.0.0.12,49192,10.0.0.1,8,11,0.0-1.0,457170,3657360,2.894,88,399,22.055,1
20250428214757,10.0.0.6,50551,10.0.0.1,8,6,0.0-1.0,199920,1599360,1.519,0,136,0.000,5
20250428214757,10.0.0.5,43677,10.0.0.1,8,3,0.0-1.0,201390,1611120,1.457,0,137,0.000,2
20250428214757,10.0.0.18,57999,10.0.0.1,8,9,0.0-1.0,413070,3304560,1.579,1,282,0.355,1
20250428214757,10.0.0.4,36017,10.0.0.1,8,14,0.0-1.0,208740,1669920,3.451,1,143,0.699,4
20250428214757,10.0.0.16,49827,10.0.0.1,8,5,0.0-1.0,426300,3410400,1.729,1,291,0.344,3
20250428214757,10.0.0.2,45846,10.0.0.1,8,16,0.0-1.0,207270,1658160,2.675,6,147,4.082,0
20250428214757,10.0.0.7,56831,10.0.0.1,8,17,0.0-1.0,201390,1611120,2.497,13,150,8.667,0
20250428214757,10.0.0.14,38330,10.0.0.1,8,10,0.0-1.0,413070,3304560,1.491,105,386,27.202,1
20250428214757,10.0.0.19,57572,10.0.0.1,8,13,0.0-1.0,392490,3139920,1.956,25,292,8.562,0
20250428214757,10.0.0.15,53152,10.0.0.1,8,8,0.0-1.0,420420,3363360,1.815,72,358,20.112,2
20250428214757,10.0.0.8,47691,10.0.0.1,8,15,0.0-1.0,426300,3410400,1.999,19,309,6.149,12
20250428214758,10.0.0.11,48617,10.0.0.1,8,18,0.0-1.0,535080,4280640,1.299,109,473,23.044,0
20250428214758,10.0.0.3,45710,10.0.0.1,8,1,1.0-2.0,251370,2010960,3.560,1,172,0.581,0
20250428214758,10.0.0.10,42266,10.0.0.1,8,2,1.0-2.0,726180,5809440,0.164,33,527,6.262,0
20250428214758,10.0.0.5,43677,10.0.0.1,8,3,1.0-2.0,246960,1975680,2.517,0,168,0.000,0
20250428214758,10.0.0.6,50551,10.0.0.1,8,6,1.0-2.0,249900,1999200,2.237,1,171,0.585,0
20250428214758,10.0.0.12,49192,10.0.0.1,8,11,1.0-2.0,696780,5574240,0.416,2,476,0.420,0
20250428214758,10.0.0.15,53152,10.0.0.1,8,8,1.0-2.0,346920,2775360,1.475,163,399,40.852,0
20250428214758,10.0.0.9,40401,10.0.0.1,8,12,1.0-2.0,746760,5974080,0.326,25,533,4.690,0
20250428214758,10.0.0.17,34429,10.0.0.1,8,7,1.0-2.0,417480,3339840,1.320,103,387,26.615,0
20250428214758,10.0.0.4,36017,10.0.0.1,8,14,1.0-2.0,254310,2034480,1.706,0,173,0.000,0
20250428214758,10.0.0.18,57999,10.0.0.1,8,9,1.0-2.0,416010,3328080,1.472,25,308,8.117,0
20250428214758,10.0.0.16,49827,10.0.0.1,8,5,1.0-2.0,414540,3316320,1.567,44,326,13.497,0
20250428214758,10.0.0.2,45846,10.0.0.1,8,16,1.0-2.0,254310,2034480,1.948,2,175,1.143,0
20250428214758,10.0.0.13,48464,10.0.0.1,8,4,1.0-2.0,583590,4668720,1.558,26,423,6.147,0
20250428214758,10.0.0.7,56831,10.0.0.1,8,17,1.0-2.0,258720,2069760,2.061,0,176,0.000,0
20250428214758,10.0.0.8,47691,10.0.0.1,8,15,1.0-2.0,411600,3292800,0.869,184,464,39.655,0
20250428214758,10.0.0.19,57572,10.0.0.1,8,13,1.0-2.0,414540,3316320,1.775,120,402,29.851,0
20250428214758,10.0.0.14,38330,10.0.0.1,8,10,1.0-2.0,418950,3351600,1.323,167,452,36.947,0
20250428214759,10.0.0.11,48617,10.0.0.1,8,18,1.0-2.0,701190,5609520,0.202,3,480,0.625,0
20250428214759,10.0.0.3,45710,10.0.0.1,8,1,2.0-3.0,258720,2069760,2.632,1,177,0.565,0
20250428214759,10.0.0.10,42266,10.0.0.1,8,2,2.0-3.0,621810,4974480,0.333,2,425,0.471,0
20250428214759,10.0.0.6,50551,10.0.0.1,8,6,2.0-3.0,252840,2022720,5.190,0,172,0.000,0
20250428214759,10.0.0.15,53152,10.0.0.1,8,8,2.0-3.0,460110,3680880,1.059,171,484,35.331,0
20250428214759,10.0.0.5,43677,10.0.0.1,8,3,2.0-3.0,252840,2022720,2.321,0,172,0.000,0
20250428214759,10.0.0.12,49192,10.0.0.1,8,11,2.0-3.0,624750,4998000,0.133,0,425,0.000,0
20250428214759,10.0.0.17,34429,10.0.0.1,8,7,2.0-3.0,414540,3316320,1.379,41,323,12.693,0
20250428214759,10.0.0.18,57999,10.0.0.1,8,9,2.0-3.0,414540,3316320,1.506,94,376,25.000,0
20250428214759,10.0.0.9,40401,10.0.0.1,8,12,2.0-3.0,623280,4986240,0.227,1,425,0.235,0
20250428214759,10.0.0.16,49827,10.0.0.1,8,5,2.0-3.0,414540,3316320,1.608,122,404,30.198,0
20250428214759,10.0.0.4,36017,10.0.0.1,8,14,2.0-3.0,261660,2093280,2.985,1,179,0.559,0
